Tytuł,Data publikacji,Liczba wyświetleń,Liczba polubień,Liczba komentarzy,Tagi filmu,Kategorie filmu,Channel_id,Długość filmu,Informacje o lokalizacji,Rodzaj filmu,video_id
NG-Poland vs JS Poland 2022,2022-01-28T16:38:09Z,118,5,4,"['angular', 'javascript', 'frontend', 'ngpolandconf', 'jspolandconf', 'coding', 'programming']",28,UCHq3ScBNdO-9MVXLJnfabcQ,PT4M49S,{},hd,o6QjTbDvIcU
National Anthem of Poland: Mazurek Dąbrowskiego,2018-11-11T23:32:57Z,290565,4445,527,"['poland', 'polish', 'polish anthem', 'poland is not yet lost', 'mazurek dabrowskiego', 'ww1', 'ww2', 'polish independence day', 'poland march', 'polish march', 'poland rally', 'andzrej duda', 'mateusz morawiecki', 'kaczinski', 'law and justice', 'pis', 'eu', 'tusk', 'poland immigration', 'polish nationalism', 'ww2 poland', 'partition of poland', 'poland football', 'polish music', 'polish songs', 'polish hymns', 'hymns', 'classical music', 'napoleon poland', 'polish soviet war', 'poland trump', 'catholic', 'polska']",10,UCj-Ax_sos6qcdq-ZP3xW_ZA,PT1M34S,{},hd,v3wl0UDzH6k
Watch CNN reporter walk through Ukrainian refugee shelter in Poland,2022-03-01T22:55:39Z,366543,4652,1735,"['latest News', 'Happening Now', 'CNN', 'Sara Snider', 'Anderson Cooper', 'Newsroom', 'Ukraine', 'Russia', 'refugees', 'Poland']",25,UCupvZG-5ko_eiXAupbDfxWw,PT5M49S,{},hd,vlQ3PQn_HNc
"Flying Detroit to Krakow, Poland on LOT Polish Air / DTW-ORD-WAW-KRK",2022-08-31T19:00:11Z,4849,164,20,[],19,UCGXNJZwl3W9qaT27yUZjPzA,PT8M18S,{},hd,YpyhbdgceBY
LIVING IN POLAND 🇵🇱 #17: TORUŃ VLOG| UNIVERSITIES IN TORUŃ,2021-08-21T14:00:30Z,5226,281,147,"['Awhobiwom abu', 'Torun', 'Poland', 'Travel vlog', 'Living in Poland', 'Foreigner in poland', 'African in poland', 'Black in poland', 'Universities in poland', 'Medical university in euro', 'Best universities in poland', 'Study in poland', 'Study abroad', 'Moving from Nigeria to Poland', 'Student dormitory', 'Nicolaus Copernicus university', 'WSG university', 'Wsb university', 'Ready study go Poland']",22,UCslv4wdjP-0izPO93W6FcQg,PT17M42S,{},hd,8YrFqrTYIFg
"Kielce, Poland - points of interest and city guide",2018-06-30T15:53:31Z,9016,61,6,"['kielce', 'kielce polen', 'kielce flughafen', 'kielce sehenswürdigkeiten', 'kielce mapa polski', 'kielce nightlife', 'kielce poland', 'kielce poland map', 'hotels in kielce poland', 'things to do in kielce poland', 'kielce university of technology', 'kielce tourism', 'kielce train station', 'kielce city', 'kielce cathedral', 'kielce atrakcje', 'kielce kamera', 'kielce galeria', 'kielce teatr', 'kielce centrum', 'kielce urzad miasta', 'kielce artwinskiego', 'kielce ciekawe miejsca', 'Synagoga w Kielcach']",19,UCj6nHW9q5mtcYIuBZyK2Ihw,PT9M44S,{},hd,9bENijoTA_8
Is Poland's tap water really protected by clams?,2022-10-31T16:00:33Z,4039954,167483,4487,[],27,UCBa659QWEk1AI4Tg--mrJ2A,PT4M32S,{},hd,i0RkEs3Xwf0
"In Poland, simmering anti-LGBTQ sentiment boils over into violence",2019-07-22T23:34:42Z,294458,5016,0,"['right wing', 'Poland', 'pride march', 'Bialystok', 'LGBTQ-free', 'Georgette Mosbacher', 'conservative Polish newspaper', 'anti-gay', 'anti-gay stickers', 'lgbtq', 'lgbt', 'pride parade', 'pride', 'pride 2019']",25,UC6ZFN9Tx6xh-skXCuRHCDpQ,PT6M40S,{},hd,Tpc6fWburA0
Polish Names | Polish To English First Names | Saints of Poland,2020-07-05T11:22:49Z,3076,91,38,"['polish names', 'polish first names', 'polish american', 'st stanislaw poland', 'st wojciech', 'first polish saint', 'polish to english', 'st jacek', 'patron saint of pierogi', 'krakow poland', 'main square krakow poland', 'name day', 'name day in poland', 'imie', 'name in polish']",22,UChY8shN_qbsFd49wUXCE69w,PT6M23S,"{'latitude': 50.0646501, 'longitude': 19.9449799, 'altitude': 0}",hd,-3cIvu-umUI
Poland Investigating Deadly Explosion Along Ukraine Border,2022-11-16T01:00:10Z,71423,439,298,"['Health', 'International News', 'Lester Holt', 'Making A Difference', 'NBC Nightly News', 'National News', 'News', 'Nightly News', 'U.S. News', 'breaking news', 'evening news', 'politics', 'world news']",25,UCeY0bbntWzzVIaj2z3QigXg,PT2M56S,{},hd,T6CbP0K9DOc
MORSKIE OKO 🇵🇱 | Tatra National Park | Poland Travel Vlog,2022-05-29T16:00:25Z,163884,5546,304,"['poland travel vlog', 'poland vlog', 'poland travel', 'travel poland 2022', 'poland travel guide', 'poland vlog 2022', 'krakow poland travel vlog', 'zakopane poland', 'zakopane travel vlog', 'zakopane poland vlog', 'poland travel 2022', 'travel vlog poland', 'poland travel vlog 4k', 'poland summer vlog', 'poland travel video', 'tatra national park', 'tatra national park poland', 'morskie oko 4k', 'warsaw poland travel vlog', 'poland travel tips', 'morskie oko zakopane', 'morskie oko poland', 'zakopane poland summer']",19,UCaghnfCBQmDjkfE6QDUF2aA,PT20M44S,"{'latitude': 49.197141, 'longitude': 20.0700868, 'altitude': 0}",hd,pss_NBha6sQ
Renting a flat in Poland? See this BEFORE you sign rental agreement!,2021-12-03T10:43:26Z,3735,152,29,[],19,UCXxn_FN2qqd1o9EB-OAsglw,PT13M54S,{},hd,JVXslBYqCLU
You Didn’t Know Poland Looked Like This.. (Białystok is Polish Versailles),2022-07-29T13:18:06Z,38819,1362,100,"['Białystok', 'bialystok', 'bialystok poland', 'branicki palace', 'mitas e07 plus', 'motorcycle tires', 'branicki zdrajca', 'poland monument', 'Siemianówka', 'poland', 'poland border', 'belarus border poland', 'god honor homeland', 'polish history', 'polska', 'poland motorcycle trip', 'poland motorcycle', 'motorcycle life', 'motorcycle lifestyle', 'honda motorcycle', 'honda transalp', 'motorcycle', 'motorcycle travel', 'motorcycle exploring', 'solo riding motorcycle', 'solo ride', 'motovlogger', 'solo traveler', 'pedro mota']",27,UCQc2abzqbqrp-TZG3K79Wng,PT14M30S,{},hd,Ho0jmSUq9xw
Englishman Reacts to... The FUNNIEST Polish Internet Hits! 🇵🇱,2023-07-30T10:44:30Z,67600,3347,476,"['poland', 'funny', 'polish', 'funny polish internet hits', 'memes', 'funny poland', 'rob reacts', 'englishman reacts to poland', 'reaction to poland', 'internet hits', 'funny memes', 'polksa', 'polski', 'comedy', 'viral', 'funny polish memes', 'memes compilation', 'polish memes in polish', 'polish memes react', 'reaction video']",24,UCVrkUiSjOmOQ0i9JSI7mawg,PT19M15S,{},hd,D7VCEJWOPkI
Apartment For Rent in Poland. How to Find a Perfect One?,2021-10-27T09:46:08Z,12519,405,74,[],19,UCXxn_FN2qqd1o9EB-OAsglw,PT12M53S,{},hd,mrSp6YjAYd4
We are Enactus Poland,2013-07-22T08:41:48Z,3323,10,0,"['Enactus', 'Enactus poland', 'Enactus Poland', 'Program Enactus', 'Join Enactus', 'Enactus Poland Teams', 'Enactus in Poland']",29,UCqgqQ79C7WTJq-O54n68rPw,PT1M45S,{},hd,1aOt-F658II
Food In Poland (What to Eat in Poland),2019-11-26T13:38:25Z,10278,273,56,"['food in poland', 'Food In Poland (What to Eat in Poland)', 'what to eat in poland', 'food tour', 'poland food', 'poland food tour', 'americans try polish food', 'best polish food', 'endless adventure food', 'polish food', 'polish food taste test', 'polish food tour', 'polish street food', 'street food', 'trying polish food', 'olivia gudaniec', 'the olivia g show']",19,UCgAcckCB1hgzNCjsHHS0Q8g,PT5M35S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,lnOKZZ1krsg
Learning Polish at NATO’s Battlegroup Poland 🇵🇱,2021-05-04T12:10:47Z,45595,1505,72,"['NATO', 'OTAN', 'North Atlantic Treaty Organization', 'Military', 'learning polish', 'polish lessons', 'learn polish', 'polish language', 'polish', 'enhanced forward presence', 'enhanced forward presence nato', 'enhanced forward presence poland', 'efp', 'orzysz poland', 'orzysz', 'poland', 'Chrząszcz brzmi w trzcinie’', 'chrząszcz', 'w szczebrzeszynie chrząszcz brzmi w trzcinie', 'Dziękuję', 'dziękuję', 'dziękuję ci', 'małe tgd dziękuję', 'dziękuję małe tgd', 'conversational polish']",25,UCHlEaKbepQ_S9iIoZPKVQew,PT1M55S,"{'latitude': 53.80989, 'longitude': 21.9473, 'altitude': 0}",hd,vjxcrHUuZd0
SABATON - 40:1 (Official Music Video),2009-02-23T20:20:09Z,18270640,119175,13666,"['Joakim Brodén', 'Pär Sundström', '40:1', 'sabaton', 'nuclear blast', 'World War Two', 'Poland', 'Schlacht', '40-1', 'Polenfeldzug', 'wrześniowa', 'Polskie Termopile', 'Władysław Raginis', 'metal rock', 'ww2', 'wwii', 'Zweiter Weltkrieg', 'Übersetzung', 'Untertitel', 'Geschichte', 'power metal', 'heavy metal', 'sabaton music', 'the art of war', 'wizna', 'wizny', 'wojna', 'sabaton poland', 'captain raginis', 'raginis', 'Wizna', 'polskie termopile', 'battle of wizna', 'Wizny', 'september 1939 poland', 'sabaton 40 to 1 lyrics', 'sabaton 40-1 lyrics', '40 to 1 live']",10,UCjQhd1APsd5NQhiVZV7GYzg,PT4M24S,{},sd,epeQwq-aYV0
Biurowiec | ICT Poland,2020-02-12T14:09:14Z,2352,6,0,"['ICT Poland', 'ICT', 'fabryka', 'przemysł', 'biuro', 'biurowiec', 'produkacja', 'papier toaletowy', 'employer branding', 'szacunek', 'wartości', 'Włochy', 'konferencja']",22,UClbdsfAivOzurRfk5XV7i1A,PT3M16S,{},hd,4_8B_rrXLw8
Things to do AFTER relocation to Poland,2021-08-20T10:50:24Z,5671,210,46,[],19,UCXxn_FN2qqd1o9EB-OAsglw,PT12M38S,{},hd,xYNINvTwUQA
Full speech: President Biden addresses NATO allies in Poland,2023-02-21T17:25:12Z,250383,3409,2845,"['news', 'breaking news', 'live news', 'daily news', 'world news', 'us news']",25,UCBi2mrWuNuyYy4gbM6fU18Q,PT20M41S,{},hd,12dQ5F0oG0s
Group restores monument to soldiers for Poland,2023-06-26T23:15:48Z,581,22,4,"['WOODTV', 'News 8', 'Nexstar', 'West Michigan', 'Michigan', 'News at 5', 'News at 6', 'News at 10', 'News at 11', 'The Seven', 'Emily Linnert', 'Donovan Long', 'Susan Shaw', 'Brian Sterling', 'Michele DeSelms', 'Brittany Flowers', 'Teresa Weakley', 'Amanda Porter']",25,UCDG0mJ_zkrODDT-4VTEV6TQ,PT1M56S,{},hd,bcTHiyvlglQ
Zelenskyy Disputes Claim That Missile That Fell In Poland Was From Ukraine,2022-11-17T13:30:25Z,108211,577,1407,"['Morning News NOW', 'Live', 'nbc news', 'news channel', 'news coverage', 'breaking news', 'us news', 'world news', 'politics', 'nightly news', 'current events', 'top stories', 'pop culture', 'business', 'health', 'nbc news now', 'nbc news now live', 'nbc news now streaming', 'nbc news live', 'Ukraine', 'Ukraine war', 'Russia Ukraine crisis', 'Poland', 'Poland missle strike', 'President Zelenskyy', 'Zelenskyy', 'Russia', 'war in Ukraine']",25,UCeY0bbntWzzVIaj2z3QigXg,PT5M18S,{},hd,rzrh3tvF-Bc
Poland’s Far Right Are Attacking Everyone They Hate | Decade of Hate,2021-04-30T15:00:31Z,1130208,21582,19557,"['documentary', 'documentaries', 'docs', 'interview', 'culture', 'lifestyle', 'world', 'exclusive', 'independent', 'underground', 'videos', 'journalism', 'vice guide', 'vice.com', 'vice', 'vice magazine', 'vice mag', 'vice videos', 'film', 'short films', 'movies']",24,UCn8zNIfYAQNdrFRrr8oibKw,PT10M7S,{},hd,fB2XRK_Xb6g
How to renew your foreign driving licence in Wroclaw/Poland?,2016-11-20T10:07:23Z,3479,63,14,"['Dariusz Kraśnicki', 'Wrocław (City/Town/Village)', 'How to apply for a Driving Licence', 'Driving Licence Medical Report Form', 'exchange your driving licence', 'licence term', 'certification of fitness to drive by your doctor', 'Driver licensing in Poland', 'Licence Application', 'international driving permit', ""driver's doctor"", 'certified physician', 'driving licence expires', 'Legal obligations of drivers', 'Driving with a medical condition', 'driving licence authorities', 'replace a licence']",26,UCdxQkHxvxKDsspB5pFPtYkA,PT1M54S,{},hd,AtHXwZi1ZlQ
Why Poland's conservative government is causing alarm at the EU,2019-07-27T00:30:18Z,37869,519,0,"['Soviet bloc nations', 'societ', 'European union', 'EU', 'Poland', 'Hungary', 'european democracy', 'President Trump', 'Poland and US', 'european union countries']",25,UC6ZFN9Tx6xh-skXCuRHCDpQ,PT8M27S,{},hd,-OeNYSuDjCg
The unlikely alliance helping Poland ditch coal,2023-05-16T09:53:47Z,16116,401,24,"['Coal', 'Coal mine', 'EU', 'Poland', 'Poland news', 'activists', 'air pollution', 'business', 'climate activism', 'climate activists', 'climate crisis', 'climate news', 'coal miners', 'coal mining', 'energy', 'energy crisis', 'environment', 'eu news', 'europe', 'europe energy crisis', 'fossil fuels', 'gdnpfpbusiness', 'gdnpfpenvironment', 'gdnpfpnewsworld', 'global heating', 'global warming', 'jankowice', 'just transition', 'miners', 'mining', 'news', 'poland air pollution', 'poland energy crisis', 'poland news', 'pollution', 'rybnik', 'world']",25,UCHpw8xwDNhU9gdohEcJu4aA,PT13M22S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,jMUjmUucoDY
Alan Aztec - Polska (feat. Frequ & Ninka),2020-06-14T11:01:58Z,10645445,175113,14112,"['alan aztec', 'uamee', 'Frequ & Ninka', 'hardbass', 'boris', 'blyatman', 'Polska', 'white night', 'russia', 'little big', 'dj blyatman', 'life of boris', 'slav', 'slav king', 'katka', 'kamaz', 'hard bass school', 'xs project', 'cyka blyat', 'hardbass mix', 'russian fail', 'cheeki breeki hardbass', 'russian party', 'russian hard bass song', 'cyka blyat bass boosted', 'hardbass tik tok', 'boris parking lot', 'life of boris parking lot', 'forever drunk', 'instababe', 'rasputin', 'rvb', 'cmh', 'kiss my peace', 'brandon', 'AK GUY', 'AK50', 'RS GILA']",10,UC-_3NleHqOgWptV4ewKG9hA,PT2M46S,{},hd,VJr6jP4e14M
Poland helps Ukrainian refugees -- but not all are welcome,2022-05-03T20:19:34Z,47746,417,768,"['Ukraine', 'russia-ukraine conflict', 'War in Ukraine', 'ukrainian refugees', 'syrian refugees', 'Middle East', 'refugees', 'poland', 'racial discrimination', 'cbs news']",25,UC8p1vwvWtl6T73JiExfWs1g,PT5M14S,{},hd,8N7GRANT-sY
Inside look at U.S. air defense system in Poland,2022-03-16T00:03:39Z,1400939,12664,1955,"['patriot missile', 'poland', 'deterrent', 'aggression', 'invasion', 'ukraine']",25,UCAeWdyKJXGWmVAXFpgLNNTg,PT2M41S,{},hd,yXPLGSffOwM
TORUN 🇵🇱 Poland's Gingerbread Capital (DAY ONE),2022-06-30T16:00:12Z,28498,1132,210,"['TORUN', 'torun poland', 'torun poland 2022', 'torun poland travel vlog', 'torun poland vlog', 'torun 4k', 'torun poland video', 'torun 2022', 'torun travel vlog', 'torun poland old town', 'torun medieval town', 'torun UNESCO World Heritage Site', 'torun travel video', 'torun gingerbread museum', 'torun medieval towns', 'torun gingerbread', 'torun city poland', 'torun city', 'torun poland nightlife', 'tourist in poland', 'poland travel vlog', 'poland travel guide', 'poland travel', 'travel to poland', 'copernicus torun']",19,UCaghnfCBQmDjkfE6QDUF2aA,PT26M33S,"{'latitude': 53.0137902, 'longitude': 18.5984437, 'altitude': 0}",hd,KmnzjLeoZnQ
I Didn't Know This Was POLAND.. (Old Honda Motorcycle Trip Polska),2022-07-07T16:22:23Z,77048,1866,267,"['poland', 'polska', 'Ustronie morskie', 'Germany poland border', 'poland motorcycle trip', 'poland motorway', 'poland motorcycle', 'baltic sea', 'poland baltic sea beaches', 'beach poland', 'prom swinoujscie', 'motorcycle life', 'motorcycle lifestyle', 'life in germany', 'germany motorcycle', 'honda motorcycle', 'honda transalp', 'motorcycle travel', 'solo ride', 'solo riding motorcycle', 'motorcycle exploring', 'solo traveler', 'enduro motorcycle', 'motorcycle', 'motovlogger', 'adv rider', 'Pedro mota']",27,UCQc2abzqbqrp-TZG3K79Wng,PT16M40S,{},hd,vGiEciLDFwA
"Poland, No Stranger To Russian Aggression, Takes Leadership Role In Helping Ukraine",2022-03-26T06:00:01Z,444491,9236,1513,"['Rachel Maddow', 'The Rachel Maddow Show', 'Rachel Maddow Show', 'Maddow', 'TRMS', 'MSNBC', 'MSNBC news', 'MSNBC live', 'MSNBC TV', 'news', 'breaking news', 'current events', 'US news', 'politics', 'politics news', 'political news', 'elections', 'russia', 'ukraine', 'putin']",25,UCaXkIU1QidjPwiAYu6GcHjg,PT4M32S,{},hd,6OQ7rDGjdnA
ULTRA4 King of Poland DAY 0 - Extreme offroad | 4x4 | Off Road,2022-09-08T23:26:17Z,1769,76,9,"['#redfox #redfoxoffroadteam #offroad', 'land rover', 'defender 4x4', 'defender', 'ultra4', '4x4', 'offroad', 'rajdy terenowe', 'fotofeiloffroad', 'extrememedia', 'oneoffroadonefamily', 'redfox', 'red fox', 'redfoxoffroadteam', 'breslau', 'rallye breslau', 'balkan rally', 'king of 4x4']",2,UCqKhRkSOOm68SZMvIzywR4A,PT5M10S,{},hd,lo9vPmzAGL0
Szczecin – Poland In UNDISCOVERED,2020-01-16T13:09:42Z,76494,1236,200,"['Poland', 'news', 'latest', 'travelpoland', 'Warsaw', 'visitpoland', 'PolandIN', 'TheBestofPoland', 'PolandInEnglish', 'Polandnews', 'zachodniopomorskie', 'west', 'szczecin', 'oder', 'baltic sea', 'the royal gate', 'ryan socash', 'landmark', 'tourist', 'sienny market square', 'paprykarz', 'old city hall', ""pomeranian duke's castle"", 'griffin family', 'prince warcisław', 'sydonia von borck', 'witch', 'december 1970', 'prl', 'german nazist', 'fish', 'philharmonic', 'filharmonia', 'karłowicz', 'art', 'the cathedral basilica of st james apostol', 'Ryan Socash']",22,UCBjUPsHj7bXt24SUWNoZ0zA,PT12M18S,"{'latitude': 53.4285438, 'longitude': 14.5528116, 'altitude': 0}",hd,OXjzVID-eRs
Why Poland keeps getting Invaded,2022-12-08T14:39:47Z,2426,118,72,"['Invasion', 'Partisions', 'Partisions of Poland', 'Polish History']",24,UCAOV5To6F4uawC3t5MRZRDg,PT7M20S,{},sd,gMNyjC73l5k
Tenant rights in Poland | Real estate and rental law in Poland,2022-01-19T14:00:05Z,2331,68,21,"['tenant rights in poland', 'tenant in poland', 'flat rental in poland', 'apartment rental in poland', 'long term rent poland', 'rental agreement poland', 'lease agreement', 'rental law poland', 'real estate poland', 'real estate']",19,UCXxn_FN2qqd1o9EB-OAsglw,PT11M44S,{},hd,_hVkwKSCi_E
A Look Inside Amazon's Humanitarian Aid Hubs in Poland | Amazon News,2022-04-20T16:07:30Z,1938,39,0,"['Amazon news', 'Amazon Blog', 'Amazon HQ', 'Seattle', 'About Amazon', 'Amazon', 'AWS', 'Technology', 'Best Companies', 'news', 'amazon updates', 'Amazon about']",22,UCzE5rz2KHTFYAkmMksUpPLA,PT1M,{},hd,T_hA79ipsUw
KAI Rolls Out 1st FA-50GF Combat Aircraft to Poland,2023-06-13T13:50:19Z,1245,34,1,"['Tejas fighter jet', 'Tejas Mk1', 'jf-17 vs tejas', 'how its made airplane', 'tejas mk1', 'sukhoi su-57', 'a380 making', 'tejas mark 1a', 'tejas mark 3', 'tejas mk2 vs f16', 'hal exam', 'hal internship', 'fighter jet price', 'fastest fighter jet', 'fighter jet pilot', 'kai', 'south korea', 'fa 50', 'f 16', 'fighter jet', 'rmaf', 'Malaysian tender', 'Tejas vs FA50', 'FA 50 kai', 'HAL tejas', 'KAI', 'South korea', 'Malaysia FA 50', 'FA 50 lockheed martin', 'aircraft', 'jet flight', 'flight']",25,UChubcAMMKWFMABC3lns5THQ,PT3M18S,{},hd,tm7map09w1M
Have I experienced any culture shock in Poland?,2023-11-22T19:21:37Z,6450,247,36,[],22,UCL9do86F6OteFbfONXAMM1w,PT11M42S,{},hd,V5pBZVa6-Bk
AMERICAN GIRL🇺🇸 Exploring POLAND🇵🇱,2018-01-17T19:00:51Z,266025,6714,1012,"['KRAKOW', 'cracow', 'poland', 'warsaw', 'wroclaw', 'poznan', 'gdansk', 'krakowvlog', 'travelvlog', 'dailyvlog', '10factsaboutpoland', 'polandfacts', 'polishcandy', 'japan', 'wawelcastle', 'wawel', 'ariamartelle', 'gonciarz', 'kamilintrav']",22,UCbPbgT_iBRhtJb_hVqvguuA,PT8M16S,{},hd,NzR_j-JlxhY
Warsaw Poland 🇵🇱 Walking Through the Streets,2022-07-28T16:00:25Z,23097,1181,210,"['Warsaw Poland', 'warsaw poland city tour', 'warsaw poland nightlife', 'warsaw poland walking tour', 'warsaw poland 4k', 'warsaw poland today', 'warsaw poland history', 'warsaw poland travel', 'warsaw poland vlog', 'warsaw poland food', 'warsaw poland 2022', 'warsaw poland travel vlog', 'warsaw poland summer', 'warsaw city poland', 'poland warsaw city nightlife', 'poland warsaw city 2022', 'poland warsaw city 4k', 'warsaw 2022', 'warsaw', 'warsaw 4k', 'warsaw ghetto', 'warsaw poland', 'poland summer vlog', 'poland', 'vlog']",19,UCaghnfCBQmDjkfE6QDUF2aA,PT29M42S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,lIcTDoZ5s0E
Tenant rights in Poland | Real estate and rental law in Poland,2022-01-19T14:00:05Z,2331,68,21,"['tenant rights in poland', 'tenant in poland', 'flat rental in poland', 'apartment rental in poland', 'long term rent poland', 'rental agreement poland', 'lease agreement', 'rental law poland', 'real estate poland', 'real estate']",19,UCXxn_FN2qqd1o9EB-OAsglw,PT11M44S,{},hd,_hVkwKSCi_E
Countryballs - Poland's not known for mu-,2021-04-10T12:17:00Z,1337937,54755,1766,"['poland', 'Polska', 'countryballs', 'USA', 'countryballs Poland', 'countryballs USA', 'countryballs meme', 'meme', 'countryballs animation', 'Americans', 'Americans asked map Europe', 'America memes', 'MrBeast meme', 'MrBeast', 'short', 'shorts', 'PixelWolf Animation', 'PolishTortoise', 'countryballs animated', 'truth about poland', 'MrBeast Poland', 'geography', 'geography memes', 'Polska memy', 'Poland memes', 'Ameryka', 'USA meme', 'countryballs Polska', 'polandball', 'polandball animation', 'funny']",1,UCx22mlTERBqxg30j186hOsA,PT21S,{},hd,uB_5EruC81o
